,id,name,popularity,artist_name,explicit,release date,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genres,playlist name
0,3MXCnmak0GBBduWbahRY8G,This Is For Rachel,47,Gxrrixon Productions,True,2020-01-16,0.9,0.461,-14.453,1,0.515,0.161,1.78e-06,0.089,0.35,96.985,[],End of Year Video
1,5gQcxYXqnofyocKgEbGYKt,Bounce Out With That,72,YBN Nahmir,True,2018-09-07,0.864,0.664,-7.315,1,0.104,0.0476,0.0,0.0863,0.381,94.932,"['alabama rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",End of Year Video
2,5DI9jxTHrEiFAhStG7VA8E,Started From the Bottom,66,Drake,True,2013-01-01,0.794,0.522,-7.829,1,0.159,0.0328,0.0,0.156,0.567,86.318,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",End of Year Video
3,1R7ChEm1x3mGhDWXKnPSXn,"Daaru Desi (From ""Cocktail"")",38,Benny Dayal,False,2012-06-12,0.703,0.786,-6.779,0,0.0483,0.198,0.000712,0.101,0.647,93.987,"['deep indian pop', 'desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",End of Year Video
4,1R7ChEm1x3mGhDWXKnPSXn,"Daaru Desi (From ""Cocktail"")",38,Benny Dayal,False,2012-06-12,0.703,0.786,-6.779,0,0.0483,0.198,0.000712,0.101,0.647,93.987,"['deep indian pop', 'desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",End of Year Video
5,1R7ChEm1x3mGhDWXKnPSXn,"Daaru Desi (From ""Cocktail"")",38,Benny Dayal,False,2012-06-12,0.703,0.786,-6.779,0,0.0483,0.198,0.000712,0.101,0.647,93.987,"['deep indian pop', 'desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",End of Year Video
6,5vlEg2fT4cFWAqU5QptIpQ,Replay,75,Iyaz,False,2009-08-11,0.706,0.751,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,"['dance pop', 'pop rap', 'post-teen pop']",End of Year Video
7,6u5M4jPpYkoRV4vVHDQvkd,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",44,DJ Khaled,True,2010-03-02,0.549,0.791,-3.535,1,0.133,0.0104,0.0,0.444,0.292,150.093,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",End of Year Video
8,6f7BE3VcZScJx6n3wsf5Z3,I Like U,70,NIKI,True,2017-09-27,0.48,0.526,-7.099,1,0.275,0.071,0.0,0.0879,0.374,199.662,"['indie r&b', 'indonesian r&b', 'pop']",𝚃𝙾𝙿 𝟷𝟻
9,3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),85,Camila Cabello,False,2019-12-06,0.724,0.491,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,"['dance pop', 'pop', 'post-teen pop']",𝚃𝙾𝙿 𝟷𝟻
10,1PnAx788sAvcI3ZxTlEyX8,Second Emotion (feat. Travis Scott),69,Justin Bieber,False,2020-02-14,0.796,0.777,-6.112,0,0.0567,0.0276,2.87e-05,0.095,0.96,141.97,"['canadian pop', 'pop', 'post-teen pop']",𝚃𝙾𝙿 𝟷𝟻
11,2fmlkobTesiSyyzVYa6nkX,Netflix Trip,61,AJR,False,2017-06-09,0.486,0.733,-3.511,1,0.0409,0.0427,0.0,0.162,0.468,94.948,['modern rock'],𝚃𝙾𝙿 𝟷𝟻
12,4efZXKOFm1rk22FDjScLbE,Sunkissed,54,khai dreams,False,2019-10-11,0.768,0.354,-9.484,1,0.0539,0.592,0.0,0.399,0.793,153.97,"['indie pop', 'lo-fi beats', 'pop']",𝚃𝙾𝙿 𝟷𝟻
13,27aGlicHJKf5QY20looYlR,F You I Love You (feat. Teyana Taylor),62,KYLE,True,2019-08-23,0.756,0.486,-6.491,0,0.2,0.138,0.0,0.116,0.586,98.05,"['pop rap', 'rap']",𝚃𝙾𝙿 𝟷𝟻
14,6wJYhPfqk3KGhHRG76WzOh,Blueberry Faygo,92,Lil Mosey,True,2020-02-07,0.774,0.554,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,"['melodic rap', 'rap conscient', 'trap', 'vapor trap']",𝚃𝙾𝙿 𝟷𝟻
15,5jiYx70OBzEI99jx1Gn3FN,Sober Up (feat. Rivers Cuomo),68,AJR,False,2017-06-09,0.648,0.62,-4.938,1,0.0276,0.284,0.0,0.0833,0.772,93.011,['modern rock'],𝚃𝙾𝙿 𝟷𝟻
16,0nbXyq5TXYPCO7pr3N8S4I,The Box,95,Roddy Ricch,True,2019-12-06,0.896,0.586,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,['melodic rap'],𝚃𝙾𝙿 𝟷𝟻
17,0fySG6A6qLE8IvDpayb5bM,VIBEZ,82,DaBaby,True,2019-09-27,0.768,0.652,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,['nc hip hop'],𝚃𝙾𝙿 𝟷𝟻
18,4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),88,Justin Bieber,False,2020-02-14,0.806,0.546,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']",𝚃𝙾𝙿 𝟷𝟻
19,127QTOFJsJQp5LbJbu3A1y,Toosie Slide,95,Drake,True,2020-04-03,0.834,0.454,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",𝚃𝙾𝙿 𝟷𝟻
20,6fWa5CRgy0z30OeGZyMBvD,Heart On Ice,81,Rod Wave,True,2019-06-14,0.733,0.389,-8.468,0,0.0738,0.0513,0.0,0.141,0.244,157.878,['florida rap'],𝚃𝙾𝙿 𝟷𝟻
21,7rTzrRdc5UbvLr0gwI1J3E,Out Of Love (feat. Internet Money),81,Lil Tecca,True,2020-04-17,0.732,0.654,-6.136,0,0.045,0.102,0.0,0.215,0.369,138.049,['melodic rap'],𝚃𝙾𝙿 𝟷𝟻
22,6l1H3jEQ1TB9q2sR7LZ0Ts,Level Up,41,Rexx Life Raj,True,2017-11-17,0.603,0.639,-9.848,1,0.351,0.0734,0.0,0.131,0.708,91.865,"['alternative r&b', 'cali rap', 'deep underground hip hop', 'trap soul', 'underground hip hop']",𝚃𝙾𝙿 𝟷𝟻
23,2ZN1EnypRwsD38EoFRwmu9,Droptop in the Rain (feat. Tory Lanez),59,Ty Dolla $ign,True,2017-10-27,0.73,0.581,-5.833,0,0.0828,0.0295,1.3e-05,0.106,0.359,137.98,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",𝚃𝙾𝙿 𝟷𝟻
24,0odBWJHRZntCidsR3D6q5Y,Juice,52,Chris Brown,True,2019-06-28,0.576,0.695,-4.826,1,0.16,0.0344,0.0,0.11,0.355,109.902,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",Close Songs Khairiyat
25,66Nmp3ztIMqX1j8yYtWl1X,Liggi,68,Ritviz,False,2019-12-23,0.786,0.667,-8.272,1,0.0539,0.0112,0.0533,0.074,0.688,102.05,"['desi hip hop', 'desi pop', 'indian edm', 'indian indie', 'modern bollywood']",Close Songs Khairiyat
26,7yEuRloGyxyu1KaWBTPP1Z,"Slow Motion (From ""Bharat"")",57,Shreya Ghoshal,False,2019-04-25,0.574,0.738,-5.526,1,0.0958,0.0235,2.03e-06,0.0959,0.307,109.996,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",Close Songs Khairiyat
27,71Udwiv5GsZghU6XQ5LXQj,Jaat Da Muqabala,58,Sidhu Moose Wala,False,2018-10-18,0.716,0.934,-2.431,1,0.0448,0.0561,7.33e-06,0.147,0.749,99.983,"['desi hip hop', 'desi pop', 'pakistani hip hop', 'punjabi hip hop', 'punjabi pop']",Close Songs Khairiyat
28,4N1szZrSScl8EbUg2t240H,Wallah Wallah,51,Garry Sandhu,False,2020-02-24,0.751,0.741,-6.69,1,0.0553,0.129,7.55e-05,0.171,0.607,98.014,"['bhangra', 'desi pop', 'modern bollywood', 'punjabi pop']",Close Songs Khairiyat
29,7sw49gd22TmoSW3sMGuHbn,Thumka,50,Zack Knight,False,2018-08-03,0.778,0.801,-6.456,1,0.0758,0.0284,0.0,0.327,0.62,106.061,"['desi hip hop', 'desi pop', 'modern bollywood']",Close Songs Khairiyat
30,2dEoVqrXFdkIO5tceoFLCP,Sala Pyar,30,Deep Jandu,False,2019-12-13,0.971,0.517,-2.876,1,0.0739,0.0611,0.0,0.135,0.408,117.981,"['desi hip hop', 'desi pop', 'punjabi hip hop', 'punjabi pop']",Close Songs Khairiyat
31,2y84ICHHowcKvPb37nUK8M,Alone,30,The PropheC,False,2017-10-12,0.437,0.611,-6.374,0,0.0733,0.347,6.57e-06,0.125,0.377,117.957,"['bhangra', 'desi hip hop', 'desi pop', 'punjabi pop']",Close Songs Khairiyat
32,7jV2zwwRKvHoLA8WFr3SCN,Ho Gaya Hai Tujhko To Pyar Sajna,46,Lata Mangeshkar,False,2013-11-01,0.489,0.575,-11.64,0,0.047,0.533,7.64e-06,0.238,0.579,100.212,"['classic bollywood', 'desi pop', 'filmi', 'indian folk', 'modern bollywood', 'sufi']",Close Songs Khairiyat
33,0XjHjMiFErp8ZTOIpA6eRS,Banjaara,37,Sukhwinder Singh,False,2012-07-16,0.713,0.762,-7.252,0,0.0383,0.251,0.0107,0.0957,0.513,120.018,"['desi hip hop', 'desi pop', 'filmi', 'indian folk', 'modern bollywood', 'sufi']",Close Songs Khairiyat
34,0UIVFgDEenxbfq2g9GqCXu,Hold Me,41,Mickey Singh,False,2016-12-06,0.627,0.828,-4.571,0,0.134,0.218,2.16e-05,0.102,0.368,117.882,"['desi pop', 'punjabi pop']",Close Songs Khairiyat
35,5u1B3XG0RtFHCaTON42z4W,Na Ja Tu,48,Dhvani Bhanushali,False,2020-01-11,0.727,0.729,-5.263,1,0.0349,0.34,0.0,0.276,0.547,104.985,"['desi pop', 'modern bollywood']",Close Songs Khairiyat
36,6pZL9y0gezlZhceqL1poYS,Bagavat,38,Jasmine Sandlas,False,2019-01-16,0.687,0.921,-4.577,0,0.0772,0.199,0.0,0.0588,0.524,98.01,"['desi pop', 'modern bollywood', 'punjabi pop']",Close Songs Khairiyat
37,6IPKC1Nt31f4VVkM7oUk45,Don't Feel Right,34,Fateh,True,2018-05-25,0.781,0.541,-7.246,1,0.157,0.571,2.33e-06,0.0888,0.436,101.991,"['desi hip hop', 'desi pop', 'punjabi hip hop', 'punjabi pop']",Close Songs Khairiyat
38,7oDykOViQGiV9M3enF7u4Y,La La La,56,Neha Kakkar,False,2018-02-07,0.774,0.781,-4.426,1,0.104,0.341,0.0,0.111,0.469,100.017,"['desi pop', 'filmi', 'modern bollywood']",Close Songs Khairiyat
39,1dxbiVeiV7nQ2V9qXnhJiB,Buddhu Sa Mann,57,Amaal Mallik,False,2016-03-04,0.644,0.87,-4.816,1,0.0394,0.193,0.0,0.549,0.702,125.998,"['desi pop', 'filmi', 'modern bollywood']",Close Songs Khairiyat
40,5bAed2aRbQbjDZF9qkNSA2,"Hui Malang (From ""Malang - Unleash The Madness"")",63,Asees Kaur,False,2020-02-03,0.633,0.904,-5.09,0,0.0564,0.0337,4.31e-05,0.122,0.259,124.008,"['desi pop', 'modern bollywood']",Close Songs Khairiyat
41,3AbV3JF0bJAZXeHEJZfpke,4 Seasons,61,Rex Orange County,True,2017-04-26,0.505,0.458,-7.87,1,0.0392,0.217,0.0,0.116,0.17,123.922,"['bedroom pop', 'indie r&b', 'pop']",Unsorted
42,4HopuG8wQBlvXQ6xwA79FG,Fall At Your Feet,57,Boy & Bear,False,2010-01-01,0.41,0.473,-6.595,0,0.0375,0.549,0.000105,0.0974,0.224,87.014,"['australian indie', 'australian indie folk', 'australian pop']",Unsorted
43,1Dr1fXbc2IxaK1Mu8P8Khz,When I Come Around,74,Green Day,False,1994-02-01,0.531,0.909,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,"['permanent wave', 'punk']",Unsorted
44,2374M0fQpWi3dLnB54qaLX,Africa,83,TOTO,False,1982-04-08,0.671,0.373,-18.064,1,0.0323,0.257,7.95e-05,0.0481,0.732,92.717,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Unsorted
45,5u0YB9bpmgEPS2bPhwfRFV,arms,63,Christina Perri,False,2011-05-10,0.463,0.755,-7.244,1,0.0634,0.11,4.89e-06,0.103,0.252,145.319,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",Unsorted
46,5lF0udjDpntF5K2eN0bbvs,Across the Sea,49,The Sweeplings,False,2014-09-08,0.511,0.305,-11.62,1,0.0273,0.814,6.06e-06,0.0949,0.195,73.923,"['acoustic pop', 'indie anthem-folk', 'indie cafe pop', 'indiecoustica']",Unsorted
47,6REM0HKD9Q1L4IBbFuTc7K,"I Got You, Honey",45,Ocie Elliott,False,2017-09-22,0.554,0.232,-16.078,1,0.0355,0.965,0.525,0.105,0.0772,149.867,"['indie folk', 'victoria bc indie']",Unsorted
48,1zSKtBze2IReYU44W0lDzd,Can You Feel the Love Tonight,68,Beyoncé,False,2019-07-11,0.337,0.331,-10.16,1,0.0385,0.657,0.0,0.085,0.35,103.203,"['dance pop', 'pop', 'r&b']",Unsorted
49,5Oq4KDHCqCpbo2E8PBqTAA,Dog Problems,40,The Format,False,2006-07-11,0.46,0.332,-8.06,1,0.0403,0.725,0.0,0.102,0.299,121.937,['indie pop'],Unsorted
50,0SHPEXmOSJL4Og3aJluoKd,Be Calm,48,fun.,False,2009,0.412,0.52,-6.508,1,0.0431,0.146,0.0,0.188,0.314,129.838,"['baroque pop', 'metropopolis', 'modern rock', 'pop', 'pop rock']",Unsorted
51,7seAyaKcGBCEJff8Zf3YyU,Miracle (feat. Dan Caplen),47,Macklemore,False,2017-09-22,0.635,0.382,-10.951,0,0.0518,0.847,8.32e-06,0.131,0.554,132.975,['pop rap'],Unsorted
52,5qjWSyuU0rTLI8ohmx2K3Q,Kevin (feat. Leon Bridges),51,Macklemore & Ryan Lewis,True,2016-02-26,0.5,0.693,-7.078,1,0.445,0.546,0.0,0.151,0.371,190.511,"['dance pop', 'pop', 'pop rap']",Unsorted
53,1y0uuh9sBYKvo9nRneVNJs,Harsh Light,36,Nate Ruess,False,2015-06-12,0.596,0.762,-3.637,1,0.0301,0.0265,0.0,0.0593,0.486,130.046,[],Unsorted
54,2pniV6nROOtP7vhsucZtS1,Oh Yeah,23,Chris Plenty,True,2015-12-30,0.682,0.463,-10.919,1,0.0625,0.23,2.63e-05,0.406,0.283,126.053,[],Unsorted
55,5XxDIUdFXlynaAGMI95Pst,You're Not the One,31,Chester See,False,2014-02-17,0.445,0.0964,-13.163,1,0.0343,0.914,0.0,0.0952,0.157,102.887,"['channel pop', 'viral pop']",Unsorted
56,1fR7iutoR4cUogqgUKsXVJ,Dead End,32,The Format,False,2006-07-11,0.638,0.59,-4.892,1,0.031,0.195,0.0,0.518,0.884,121.073,['indie pop'],Unsorted
57,15JDhPEDnXD0mJaZnTfKvl,Fuck You (feat. Meek Mill),56,Yo Gotti,True,2015-11-24,0.725,0.722,-5.945,1,0.113,0.000333,0.0,0.512,0.398,83.019,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Unsorted
58,0PWpKfW0qZ2tvSPNT3kxHn,Take a Ride,44,Futuristic,True,2018-06-24,0.886,0.717,-4.888,1,0.0557,0.0259,0.0,0.0595,0.887,123.087,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'rap']",Unsorted
59,4ke7c1YKdd5aknxc5AqCLG,Worse Things Than Love,0,Timeflies,True,2015-06-23,0.697,0.812,-3.46,1,0.152,0.1,0.0,0.0272,0.725,95.137,"['dance pop', 'indie pop rap', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'tropical house']",Unsorted
60,3VzZRoYHpQiU8AJZ0Lz4ME,Get By,29,Akon,True,2014-02-04,0.582,0.729,-8.141,0,0.62,0.314,0.0,0.418,0.554,80.196,['dance pop'],Unsorted
61,1BECwm5qkaBwlbfo4kpYx8,Death of a Bachelor,73,Panic! At The Disco,False,2016-01-15,0.462,0.538,-5.527,1,0.059,0.0137,0.0,0.429,0.405,139.256,"['baroque pop', 'emo', 'modern rock']",Unsorted
62,6od5hFv9IT5JHc7NEF9HRv,Victorious,71,Panic! At The Disco,False,2016-01-15,0.57,0.865,-4.518,1,0.0472,0.00205,0.0,0.404,0.691,110.01,"['baroque pop', 'emo', 'modern rock']",Unsorted
63,12VWzyPDBCc8fqeWCAfNwR,One Dance,66,Drake,False,2016-05-13,0.792,0.625,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Unsorted
64,4CpKEkdGbOJV51cSvx7SoG,Controlla,60,Drake,True,2016-05-13,0.611,0.468,-11.084,0,0.179,0.0781,0.0,0.101,0.349,92.092,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Unsorted
65,6KuHjfXHkfnIjdmcIvt9r0,On Top Of The World,66,Imagine Dragons,False,2012-09-04,0.635,0.926,-5.589,1,0.151,0.0893,4.53e-06,0.0928,0.761,100.048,"['modern rock', 'rock']",Unsorted
66,4NTWZqvfQTlOMitlVn6tew,The Show Goes On,71,Lupe Fiasco,True,2011-03-04,0.591,0.889,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",Unsorted
67,4f1QbCjIAgQwnf7ms9NXWx,Me You,65,Russ,True,2017-05-05,0.702,0.762,-2.733,1,0.0328,0.00196,0.000451,0.142,0.233,95.019,"['hawaiian hip hop', 'pop rap', 'rap']",Unsorted
68,5YbrqNUUleF39Ai3b3ruQy,Liquor Locker,62,Vic Mensa,True,2016-06-03,0.584,0.433,-7.126,0,0.191,0.0528,0.0,0.0545,0.452,79.3,"['chicago rap', 'conscious hip hop', 'deep underground hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",Unsorted
69,4Zf351SuPuXo8w6IIMsxev,Wanna Be Cool,47,Donnie Trumpet & The Social Experiment,True,2015-06-30,0.663,0.611,-8.287,1,0.301,0.239,0.0,0.181,0.337,116.947,[],Unsorted
70,1K9XqO4mZFloRxXdLksaJS,Where The Wild Things Are,46,Bryce Vine,True,2014-04-15,0.556,0.777,-5.65,0,0.0558,0.084,0.0,0.653,0.459,146.964,"['pop', 'pop rap']",Unsorted
71,6BKeNWeUqxmvQ09Gxd3ZGX,Know No Better,56,Major Lazer,False,2017-06-01,0.738,0.814,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop rap']",Unsorted
72,5UiT4e4DHwZrcVIXojU5um,Surprise Party (feat. Blackbear),66,Hoodie Allen,False,2016-01-22,0.671,0.699,-4.224,0,0.0647,0.00453,0.000277,0.173,0.379,72.946,"['indie pop rap', 'pop rap']",Unsorted
73,5A0NEY8GOCB3ErRSRPpY72,Chaining Day,53,J. Cole,True,2013-06-14,0.625,0.642,-7.291,1,0.168,0.279,1.22e-06,0.103,0.333,84.544,"['conscious hip hop', 'hip hop', 'nc hip hop', 'rap']",Unsorted
74,4j3GWI86JvSaF0BLdmgcfF,Summertime Magic,71,Childish Gambino,False,2018-07-11,0.76,0.579,-7.374,1,0.0569,0.0129,0.00351,0.106,0.125,100.01,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",Unsorted
75,7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,73,Childish Gambino,False,2018-07-11,0.554,0.596,-8.214,1,0.13,0.162,0.00482,0.0805,0.255,165.728,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",Unsorted
76,6Cue0zts96PofRcsuPpMO8,So Proud,26,Devvon Terrell,True,2016-09-02,0.675,0.536,-7.986,0,0.0864,0.803,0.0,0.0816,0.154,122.1,['deep pop r&b'],Unsorted
77,4MJfCOcc2PpWOrUqOpvy1S,Sunflower Seeds,66,Bryce Vine,True,2016-08-26,0.723,0.593,-5.816,1,0.0308,0.194,5.35e-05,0.217,0.273,92.985,"['pop', 'pop rap']",Unsorted
78,74qRj05oa0UzPKGQWYj9ik,independent,41,gianni & kyle,True,2017-11-08,0.484,0.545,-7.883,1,0.37,0.403,0.0,0.115,0.398,82.388,"['pop rap', 'social media pop']",Unsorted
79,152lZdxL1OR0ZMW6KquMif,Location,81,Khalid,False,2017-04-27,0.736,0.449,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,"['alternative r&b', 'pop']",Unsorted
80,4gHSezW5CHZCvjAUjF2pd5,Another Day in Paradise,65,Quinn XCII,False,2015-04-28,0.652,0.802,-5.308,1,0.0669,0.161,0.0,0.143,0.559,167.952,"['indie pop rap', 'pop', 'pop rap']",Unsorted
81,5BHWQ78pw9yIjIWa6p1z6G,Pretty Brown Eyes,12,Cody Simpson,False,2013-07-12,0.653,0.737,-5.446,1,0.0388,0.0181,0.0,0.136,0.763,99.033,"['australian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",Unsorted
82,6ficUPpshKKUmKa6SLN7Oq,Never Goin' Broke (feat. Kehlani),50,Iamsu!,True,2013-08-12,0.811,0.717,-4.293,1,0.0511,0.267,0.0,0.128,0.802,97.992,"['cali rap', 'hyphy', 'trap', 'west coast trap']",Unsorted
83,5pvVAwQbuFoR7LkcicrKnk,Obsession (feat. Jon Bellion),54,Vice,False,2017-03-09,0.741,0.559,-7.775,1,0.03,0.00728,0.000971,0.21,0.466,101.999,['chicano rap'],Unsorted
84,5HvQt20K8rw87dPch49oeU,foreign,51,gianni & kyle,True,2017-01-17,0.726,0.395,-11.245,0,0.207,0.539,0.0,0.169,0.561,140.032,"['pop rap', 'social media pop']",Unsorted
85,07cDm2mEYe7KHCHjKYSGdU,Wanderlust,56,blackbear,True,2016-11-11,0.456,0.535,-7.919,0,0.41,0.174,0.0,0.138,0.621,81.003,"['pop', 'pop rap']",Unsorted
86,3vWzyGTu6Ovo1GdrcJqH6e,Scared of the Dark (feat. XXXTENTACION),72,Lil Wayne,False,2018-12-14,0.443,0.623,-6.717,0,0.0718,0.0468,0.0,0.247,0.156,79.365,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Unsorted
87,1kusepF3AacIEtUTYrw4GV,Paper Planes,67,M.I.A.,False,2007-01-01,0.447,0.848,-6.175,1,0.222,0.033,7.45e-05,0.722,0.485,172.247,"['art pop', 'dance pop', 'escape room', 'new rave']",Unsorted
88,6L60gRJBnsawuS3eM17tnD,Leaves,0,Kid Quill,True,2016-10-14,0.51,0.604,-8.557,1,0.0828,0.0848,3.39e-06,0.134,0.0778,90.849,"['indie pop rap', 'pop rap']",Unsorted
89,0cMjaVjMi6VPn1mkWPGKka,Trippin' (feat. Khalid),48,Buddy,True,2018-07-09,0.663,0.555,-6.683,1,0.061,0.0142,0.00601,0.423,0.188,134.049,"['alternative r&b', 'cali rap', 'hip hop', 'rap', 'trap soul', 'underground hip hop']",Unsorted
90,3s9jPtOqkK1py1haxECjJv,Charles De Gaulle To JFK,43,Bas,True,2014-04-29,0.704,0.679,-7.416,0,0.188,0.106,0.0,0.117,0.156,93.166,"['hip hop', 'queens hip hop', 'rap', 'sudanese pop', 'underground hip hop']",Unsorted
91,6mLAfMlEy9FlRYLQ7qAE3R,Kids in the Summer,52,Kid Quill,True,2018-07-13,0.471,0.68,-6.059,1,0.134,0.429,0.0,0.758,0.489,86.414,"['indie pop rap', 'pop rap']",Unsorted
92,5yU3w1RzMZpSWytWAU9iyN,Autopilot,57,Quinn XCII,False,2019-02-15,0.811,0.621,-6.957,1,0.0916,0.194,0.0,0.128,0.899,94.992,"['indie pop rap', 'pop', 'pop rap']",Unsorted
93,4tGzyc35jXEYSVNaqNEKnS,Concealed the Outro,57,K.A.A.N.,True,2015-10-11,0.749,0.649,-8.623,1,0.053,0.123,0.0,0.371,0.146,120.068,"['deep underground hip hop', 'indie pop rap', 'underground hip hop']",Unsorted
94,2Ndr5fzMUJvSPzwoBth8Aw,Small Talk,59,Kid Quill,True,2017-09-08,0.78,0.573,-9.23,1,0.0615,0.307,0.000113,0.14,0.377,99.962,"['indie pop rap', 'pop rap']",Unsorted
95,6LVsIWAAQwGjHMv7SOQjnY,BRB,56,Bazzi,True,2018-04-12,0.66,0.616,-4.753,1,0.0333,0.523,0.0,0.391,0.536,138.942,"['pop', 'post-teen pop']",Unsorted
96,6KqsEz08FZ2niOuGddXejz,Cooking Thoughts of You,21,Stamos,False,2017-04-14,0.809,0.597,-7.453,0,0.113,0.0791,0.0,0.063,0.246,132.024,[],Unsorted
97,4o7WXic8yAQWOV7iJXZ4jD,Body Count (feat. Normani & Kehlani) - Remix,58,Jessie Reyez,True,2018-10-19,0.703,0.586,-4.587,0,0.212,0.458,0.0,0.154,0.264,149.736,"['canadian contemporary r&b', 'canadian pop', 'pop']",Unsorted
98,2pyjbGTpJCPjMYwCbdymiF,Dazed & Confused,76,Ruel,False,2018-04-27,0.688,0.5,-7.411,1,0.138,0.102,0.0,0.355,0.418,127.906,"['australian alternative pop', 'pop', 'post-teen pop']",Unsorted
99,0A472qovEW32nP2G0mkJoe,Don't Cry,58,Ruel,False,2019-09-13,0.477,0.275,-10.091,1,0.0675,0.908,4.79e-06,0.0909,0.263,72.717,"['australian alternative pop', 'pop', 'post-teen pop']",Unsorted
100,2qXicQG06oT0ijKBznpgQv,Younger,73,Ruel,False,2018-06-05,0.745,0.477,-7.706,0,0.088,0.202,0.0,0.12,0.454,136.055,"['australian alternative pop', 'pop', 'post-teen pop']",Unsorted
101,4FUDWkguOUVpLRAVn5C20z,Blu,65,Jon Bellion,False,2018-11-09,0.384,0.465,-8.554,1,0.0341,0.29,2.22e-05,0.359,0.636,131.604,['pop rap'],Unsorted
102,5SECgk6Gf1TVMy2FApJmSO,This Feeling,55,mike.,True,2016-08-16,0.715,0.672,-8.155,1,0.127,0.411,0.000459,0.152,0.361,92.085,"['indie pop rap', 'pop rap', 'rap', 'rhode island rap']",Unsorted
103,1EAZ0APxPiVuzDb7R5TfVI,Conversations with my Wife,59,Jon Bellion,True,2018-11-09,0.496,0.487,-7.003,1,0.0301,0.0222,1.85e-05,0.638,0.321,138.187,['pop rap'],Unsorted
104,5iUQMwxUPdJBFeGkePtM66,Dang! (feat. Anderson .Paak),74,Mac Miller,True,2016-09-16,0.836,0.67,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,"['hip hop', 'pittsburgh rap', 'rap']",Unsorted
105,2rTjKV5wbfROo0nOzO1wHq,Racks (feat. YBN Cordae),56,H.E.R.,False,2019-06-25,0.72,0.585,-6.099,0,0.0512,0.11,0.0,0.223,0.61,114.977,['pop'],Unsorted
106,3VygfAvvgVaJUeaBUSzlZu,Karma,63,AJR,False,2019-04-26,0.528,0.727,-5.739,1,0.179,0.0557,0.0,0.176,0.212,155.927,['modern rock'],Unsorted
107,4L4DOYJFB3QiYIssnMDCrd,Remember Me?,0,KYLE,True,2015-10-02,0.501,0.687,-7.757,1,0.482,0.217,0.0,0.384,0.148,72.235,"['pop rap', 'rap']",Unsorted
